courier_id,courier_vehicle,courier_city,order_date,deliveries_count,avg_delivery_minutes,avg_total_order_minutes,on_time_deliveries,late_deliveries,shift_hours,on_time_pct,deliveries_per_shift_hour
C00091,car,YVN,2026-05-12,1,36.0,52.0,0,1,6,0.0,0.167
C00248,scooter,GYU,2026-05-22,2,33.5,48.5,1,1,7,0.5,0.286
C00159,scooter,YVN,2026-04-30,1,32.0,47.0,0,1,9,0.0,0.111
C00280,bike,YVN,2026-05-26,1,36.0,56.0,0,1,9,0.0,0.111
C00069,car,DLJ,2026-04-24,3,33.0,54.0,1,2,7,0.3333,0.429
C00093,bike,YVN,2026-05-23,2,29.5,43.5,2,0,6,1.0,0.333
C00131,bike,VND,2026-05-03,1,19.0,35.0,1,0,7,1.0,0.143
C00219,scooter,YVN,2026-04-26,1,17.0,43.0,1,0,10,1.0,0.1
C00200,scooter,GYU,2026-05-21,2,22.0,50.5,1,1,7,0.5,0.286
C00064,bike,YVN,2026-04-13,1,27.0,45.0,1,0,10,1.0,0.1
C00196,bike,YVN,2026-04-01,2,37.0,51.0,0,2,7,0.0,0.286
C00051,scooter,YVN,2026-05-23,1,35.0,49.0,0,1,10,0.0,0.1
C00193,car,YVN,2026-05-18,2,28.5,53.5,0,2,10,0.0,0.2
C00061,scooter,YVN,2026-04-07,3,27.0,54.67,1,2,10,0.3333,0.3
C00128,bike,KPN,2026-05-05,1,23.0,43.0,1,0,9,1.0,0.111
C00139,scooter,YVN,2026-04-18,1,29.0,54.0,0,1,7,0.0,0.143
C00075,bike,YVN,2026-05-17,1,30.0,58.0,0,1,8,0.0,0.125
C00005,bike,YVN,2026-05-20,1,11.0,39.0,1,0,7,1.0,0.143
C00150,bike,YVN,2026-05-16,1,21.0,40.0,1,0,7,1.0,0.143
C00217,bike,YVN,2026-04-07,4,27.5,57.25,0,4,7,0.0,0.571
C00093,bike,YVN,2026-04-01,1,29.0,59.0,0,1,6,0.0,0.167
C00162,car,YVN,2026-03-29,1,26.0,52.0,0,1,6,0.0,0.167
C00137,scooter,YVN,2026-05-16,1,16.0,28.0,1,0,7,1.0,0.143
C00029,scooter,VND,2026-04-08,1,37.0,54.0,0,1,10,0.0,0.1
C00100,scooter,YVN,2026-05-27,1,29.0,53.0,0,1,8,0.0,0.125
C00127,bike,GYU,2026-05-10,1,18.0,33.0,1,0,8,1.0,0.125
C00207,car,GYU,2026-04-06,3,29.0,53.67,1,2,8,0.3333,0.375
C00166,scooter,YVN,2026-04-20,1,11.0,43.0,1,0,6,1.0,0.167
C00220,scooter,VND,2026-04-25,1,21.0,54.0,0,1,7,0.0,0.143
C00203,scooter,GYU,2026-04-24,2,15.5,33.0,2,0,6,1.0,0.333
C00247,car,YVN,2026-04-18,3,24.67,44.67,2,1,6,0.6667,0.5
C00014,scooter,YVN,2026-05-05,1,22.0,57.0,0,1,7,0.0,0.143
C00103,bike,YVN,2026-05-07,3,27.67,51.67,1,2,9,0.3333,0.333
C00040,bike,YVN,2026-05-25,2,19.5,48.0,1,1,9,0.5,0.222
C00259,car,YVN,2026-05-21,1,8.0,24.0,1,0,10,1.0,0.1
C00090,scooter,GYU,2026-04-14,1,17.0,41.0,1,0,7,1.0,0.143
C00042,bike,YVN,2026-05-14,2,36.5,62.5,0,2,6,0.0,0.333
C00045,car,YVN,2026-04-15,1,14.0,41.0,1,0,9,1.0,0.111
C00194,scooter,YVN,2026-04-14,2,14.5,32.5,2,0,9,1.0,0.222
C00040,bike,YVN,2026-04-23,3,22.0,49.0,1,2,9,0.3333,0.333
C00288,bike,YVN,2026-04-25,1,24.0,55.0,0,1,9,0.0,0.111
C00063,car,YVN,2026-05-13,1,12.0,38.0,1,0,6,1.0,0.167
C00266,car,YVN,2026-04-02,1,21.0,44.0,1,0,8,1.0,0.125
C00041,car,YVN,2026-05-17,1,35.0,49.0,0,1,6,0.0,0.167
C00219,scooter,YVN,2026-05-09,2,24.0,50.0,1,1,10,0.5,0.2
C00300,car,YVN,2026-03-31,2,20.0,42.5,1,1,8,0.5,0.25
C00162,car,YVN,2026-05-03,2,18.0,44.5,1,1,6,0.5,0.333
C00232,scooter,GYU,2026-05-20,1,12.0,43.0,1,0,9,1.0,0.111
C00074,scooter,YVN,2026-05-18,1,10.0,25.0,1,0,9,1.0,0.111
C00085,scooter,GYU,2026-04-25,1,21.0,37.0,1,0,9,1.0,0.111
C00041,car,YVN,2026-03-31,2,22.5,40.5,1,1,6,0.5,0.333
C00095,scooter,GYU,2026-04-27,1,34.0,67.0,0,1,8,0.0,0.125
C00258,scooter,KPN,2026-04-10,1,38.0,67.0,0,1,9,0.0,0.111
C00104,bike,VND,2026-04-19,1,26.0,58.0,0,1,8,0.0,0.125
C00002,car,GYU,2026-05-15,2,13.0,37.0,1,1,8,0.5,0.25
C00081,car,KPN,2026-04-19,2,18.5,41.0,1,1,7,0.5,0.286
C00292,bike,YVN,2026-05-05,2,9.5,36.0,1,1,7,0.5,0.286
C00048,scooter,KPN,2026-04-04,2,15.5,40.0,2,0,7,1.0,0.286
C00290,bike,YVN,2026-05-02,1,36.0,62.0,0,1,6,0.0,0.167
C00199,scooter,VND,2026-05-02,3,17.0,43.0,2,1,7,0.6667,0.429
C00273,scooter,VND,2026-05-11,2,24.0,47.5,1,1,8,0.5,0.25
C00043,scooter,VND,2026-05-13,1,26.0,50.0,0,1,7,0.0,0.143
C00251,bike,GYU,2026-03-29,1,16.0,43.0,1,0,8,1.0,0.125
C00009,car,GYU,2026-05-03,1,24.0,55.0,0,1,10,0.0,0.1
C00019,bike,YVN,2026-05-06,1,27.0,47.0,0,1,8,0.0,0.125
C00213,scooter,YVN,2026-04-25,1,28.0,50.0,0,1,9,0.0,0.111
C00138,scooter,YVN,2026-04-12,1,38.0,61.0,0,1,10,0.0,0.1
C00186,car,YVN,2026-04-01,1,25.0,46.0,0,1,7,0.0,0.143
C00159,scooter,YVN,2026-05-16,2,20.5,50.5,0,2,9,0.0,0.222
C00170,car,GYU,2026-05-25,1,35.0,54.0,0,1,9,0.0,0.111
C00089,bike,YVN,2026-04-30,1,31.0,56.0,0,1,8,0.0,0.125
C00165,bike,YVN,2026-04-19,1,34.0,64.0,0,1,7,0.0,0.143
C00279,car,YVN,2026-04-07,1,8.0,40.0,1,0,8,1.0,0.125
C00055,scooter,GYU,2026-04-22,1,17.0,33.0,1,0,8,1.0,0.125
C00149,scooter,VND,2026-05-03,1,32.0,56.0,0,1,9,0.0,0.111
C00018,car,KPN,2026-05-26,2,31.5,66.5,0,2,8,0.0,0.25
C00265,scooter,YVN,2026-05-01,2,16.5,40.0,1,1,7,0.5,0.286
C00028,bike,YVN,2026-04-23,2,27.5,46.5,1,1,10,0.5,0.2
C00170,car,GYU,2026-05-02,1,36.0,67.0,0,1,9,0.0,0.111
C00113,car,VND,2026-05-13,2,29.5,46.5,1,1,10,0.5,0.2
C00237,car,YVN,2026-04-06,1,19.0,35.0,1,0,8,1.0,0.125
C00281,bike,GYU,2026-04-16,2,23.5,45.5,1,1,7,0.5,0.286
C00219,scooter,YVN,2026-04-13,3,15.33,43.0,2,1,10,0.6667,0.3
C00006,scooter,YVN,2026-05-07,2,23.0,50.0,1,1,10,0.5,0.2
C00088,car,KPN,2026-05-05,1,22.0,43.0,1,0,9,1.0,0.111
C00159,scooter,YVN,2026-05-05,3,25.67,46.67,1,2,9,0.3333,0.333
C00280,bike,YVN,2026-04-17,1,17.0,41.0,1,0,9,1.0,0.111
C00087,bike,GYU,2026-04-16,2,25.0,52.0,0,2,6,0.0,0.333
C00190,scooter,YVN,2026-04-16,1,29.0,52.0,0,1,8,0.0,0.125
C00175,scooter,YVN,2026-04-02,1,9.0,25.0,1,0,9,1.0,0.111
C00017,bike,YVN,2026-05-25,2,15.5,41.0,1,1,6,0.5,0.333
C00166,scooter,YVN,2026-04-23,2,19.5,45.5,1,1,6,0.5,0.333
C00048,scooter,KPN,2026-04-27,1,16.0,52.0,0,1,7,0.0,0.143
C00100,scooter,YVN,2026-05-09,1,32.0,53.0,0,1,8,0.0,0.125
C00152,bike,KPN,2026-04-26,1,29.0,49.0,0,1,10,0.0,0.1
C00115,scooter,YVN,2026-05-26,1,22.0,33.0,1,0,8,1.0,0.125
C00113,car,VND,2026-05-18,1,33.0,56.0,0,1,10,0.0,0.1
C00265,scooter,YVN,2026-05-22,4,28.0,48.0,1,3,7,0.25,0.571
C00296,car,YVN,2026-04-25,1,16.0,44.0,1,0,10,1.0,0.1
C00085,scooter,GYU,2026-04-23,1,19.0,34.0,1,0,9,1.0,0.111
C00104,bike,VND,2026-05-14,1,24.0,56.0,0,1,8,0.0,0.125
C00003,car,YVN,2026-05-03,1,32.0,44.0,1,0,7,1.0,0.143
C00080,scooter,YVN,2026-04-01,1,14.0,30.0,1,0,8,1.0,0.125
C00016,car,KPN,2026-04-29,3,29.33,53.33,1,2,6,0.3333,0.5
C00092,car,YVN,2026-04-21,1,25.0,40.0,1,0,9,1.0,0.111
C00152,bike,KPN,2026-05-06,1,34.0,57.0,0,1,10,0.0,0.1
C00254,bike,YVN,2026-05-06,2,20.0,48.5,1,1,8,0.5,0.25
C00102,bike,YVN,2026-04-20,1,25.0,49.0,0,1,9,0.0,0.111
C00250,car,YVN,2026-04-28,1,18.0,45.0,1,0,7,1.0,0.143
C00040,bike,YVN,2026-04-06,2,26.5,48.0,1,1,9,0.5,0.222
C00081,car,KPN,2026-04-11,1,16.0,47.0,0,1,7,0.0,0.143
C00122,bike,VND,2026-04-27,1,36.0,58.0,0,1,8,0.0,0.125
C00164,bike,YVN,2026-04-29,1,39.0,54.0,0,1,7,0.0,0.143
C00057,scooter,VND,2026-05-01,1,10.0,26.0,1,0,6,1.0,0.167
C00202,scooter,DLJ,2026-04-01,3,31.33,60.67,0,3,7,0.0,0.429
C00110,scooter,KPN,2026-04-19,2,16.0,33.5,2,0,8,1.0,0.25
C00163,bike,YVN,2026-04-14,1,39.0,62.0,0,1,8,0.0,0.125
C00069,car,DLJ,2026-04-03,1,26.0,44.0,1,0,7,1.0,0.143
C00279,car,YVN,2026-04-28,1,24.0,56.0,0,1,8,0.0,0.125
C00237,car,YVN,2026-04-14,1,31.0,57.0,0,1,8,0.0,0.125
C00249,scooter,YVN,2026-05-16,2,26.0,58.5,0,2,8,0.0,0.25
C00101,car,YVN,2026-05-04,2,23.5,48.5,1,1,7,0.5,0.286
C00217,bike,YVN,2026-04-09,1,19.0,36.0,1,0,7,1.0,0.143
C00063,car,YVN,2026-04-01,1,35.0,57.0,0,1,6,0.0,0.167
C00054,scooter,YVN,2026-04-26,1,29.0,44.0,1,0,7,1.0,0.143
C00113,car,VND,2026-05-15,1,40.0,63.0,0,1,10,0.0,0.1
C00131,bike,VND,2026-04-18,1,18.0,53.0,0,1,7,0.0,0.143
C00013,bike,YVN,2026-04-17,1,8.0,28.0,1,0,9,1.0,0.111
C00198,car,GYU,2026-05-10,2,14.0,46.5,0,2,6,0.0,0.333
C00018,car,KPN,2026-04-29,1,33.0,65.0,0,1,8,0.0,0.125
C00044,bike,GYU,2026-05-19,1,28.0,46.0,0,1,6,0.0,0.167
C00172,bike,YVN,2026-05-14,2,24.5,46.0,1,1,7,0.5,0.286
C00102,bike,YVN,2026-04-01,2,17.0,42.0,1,1,9,0.5,0.222
C00068,bike,GYU,2026-04-01,2,24.5,44.5,1,1,10,0.5,0.2
C00044,bike,GYU,2026-04-02,1,36.0,65.0,0,1,6,0.0,0.167
C00195,bike,YVN,2026-05-09,1,15.0,29.0,1,0,7,1.0,0.143
C00267,car,VND,2026-04-21,2,22.0,49.0,1,1,8,0.5,0.25
C00235,scooter,YVN,2026-05-27,1,23.0,39.0,1,0,10,1.0,0.1
C00252,bike,KPN,2026-04-06,1,8.0,26.0,1,0,8,1.0,0.125
C00176,bike,KPN,2026-04-25,1,13.0,25.0,1,0,8,1.0,0.125
C00276,scooter,KPN,2026-05-01,1,23.0,44.0,1,0,10,1.0,0.1
C00003,car,YVN,2026-04-01,2,32.0,51.5,0,2,7,0.0,0.286
C00286,bike,VND,2026-04-01,2,21.0,46.5,1,1,7,0.5,0.286
C00206,bike,GYU,2026-04-23,2,33.5,55.5,0,2,10,0.0,0.2
C00024,bike,YVN,2026-04-03,1,13.0,38.0,1,0,8,1.0,0.125
C00164,bike,YVN,2026-05-18,1,13.0,27.0,1,0,7,1.0,0.143
C00212,scooter,YVN,2026-04-22,2,30.0,50.0,1,1,7,0.5,0.286
C00105,bike,VND,2026-04-08,1,17.0,48.0,0,1,10,0.0,0.1
C00043,scooter,VND,2026-05-15,1,38.0,54.0,0,1,7,0.0,0.143
C00128,bike,KPN,2026-05-16,1,40.0,67.0,0,1,9,0.0,0.111
C00176,bike,KPN,2026-05-11,2,13.0,31.0,2,0,8,1.0,0.25
C00067,scooter,GYU,2026-05-03,1,36.0,56.0,0,1,6,0.0,0.167
C00211,scooter,VND,2026-05-20,1,25.0,50.0,0,1,10,0.0,0.1
C00147,scooter,YVN,2026-04-27,1,13.0,31.0,1,0,7,1.0,0.143
C00109,bike,YVN,2026-04-28,1,12.0,44.0,1,0,7,1.0,0.143
C00181,scooter,VND,2026-05-17,2,23.0,45.0,1,1,10,0.5,0.2
C00070,bike,VND,2026-05-15,2,12.0,31.5,2,0,6,1.0,0.333
C00143,car,KPN,2026-04-14,1,9.0,31.0,1,0,8,1.0,0.125
C00215,car,GYU,2026-03-30,1,33.0,64.0,0,1,9,0.0,0.111
C00283,car,YVN,2026-04-14,1,8.0,28.0,1,0,7,1.0,0.143
C00181,scooter,VND,2026-04-24,1,15.0,49.0,0,1,10,0.0,0.1
C00280,bike,YVN,2026-03-29,2,27.0,47.0,1,1,9,0.5,0.222
C00119,bike,YVN,2026-04-10,3,33.0,53.33,1,2,9,0.3333,0.333
C00246,car,GYU,2026-04-10,1,40.0,67.0,0,1,8,0.0,0.125
C00298,car,YVN,2026-05-10,1,26.0,55.0,0,1,8,0.0,0.125
C00090,scooter,GYU,2026-05-10,2,17.0,48.0,1,1,7,0.5,0.286
C00273,scooter,VND,2026-05-19,1,26.0,58.0,0,1,8,0.0,0.125
C00239,scooter,YVN,2026-04-22,1,35.0,55.0,0,1,6,0.0,0.167
C00142,scooter,YVN,2026-04-10,1,36.0,59.0,0,1,10,0.0,0.1
C00291,car,YVN,2026-04-09,1,23.0,49.0,0,1,9,0.0,0.111
C00015,scooter,YVN,2026-04-08,2,29.0,50.0,0,2,9,0.0,0.222
C00036,scooter,DLJ,2026-03-31,3,34.33,55.33,1,2,10,0.3333,0.3
C00064,bike,YVN,2026-04-24,1,8.0,37.0,1,0,10,1.0,0.1
C00257,bike,VND,2026-04-17,2,30.5,48.5,0,2,10,0.0,0.2
C00157,car,VND,2026-05-21,1,39.0,53.0,0,1,6,0.0,0.167
C00211,scooter,VND,2026-03-31,2,27.5,51.5,1,1,10,0.5,0.2
C00126,scooter,YVN,2026-05-02,2,28.5,48.5,1,1,9,0.5,0.222
C00096,car,VND,2026-04-27,1,34.0,50.0,0,1,8,0.0,0.125
C00285,scooter,GYU,2026-04-19,2,18.5,36.5,2,0,8,1.0,0.25
C00271,bike,YVN,2026-04-06,2,34.5,55.0,1,1,9,0.5,0.222
C00187,scooter,YVN,2026-04-23,1,27.0,62.0,0,1,6,0.0,0.167
C00104,bike,VND,2026-04-07,1,9.0,31.0,1,0,8,1.0,0.125
C00101,car,YVN,2026-04-13,1,11.0,31.0,1,0,7,1.0,0.143
C00003,car,YVN,2026-05-05,2,26.0,50.5,0,2,7,0.0,0.286
C00254,bike,YVN,2026-05-03,1,28.0,45.0,1,0,8,1.0,0.125
C00202,scooter,DLJ,2026-04-20,2,15.5,44.0,1,1,7,0.5,0.286
C00285,scooter,GYU,2026-05-09,1,31.0,53.0,0,1,8,0.0,0.125
C00010,car,YVN,2026-05-01,1,10.0,28.0,1,0,7,1.0,0.143
C00004,scooter,KPN,2026-04-28,3,18.0,45.33,2,1,9,0.6667,0.333
C00077,bike,YVN,2026-04-04,1,18.0,43.0,1,0,7,1.0,0.143
C00011,scooter,GYU,2026-04-18,1,11.0,43.0,1,0,9,1.0,0.111
C00225,car,VND,2026-05-16,1,37.0,51.0,0,1,10,0.0,0.1
C00111,car,YVN,2026-04-13,2,38.5,26147.91,0,2,7,0.0,0.286
C00142,scooter,YVN,2026-04-25,1,31.0,58.0,0,1,10,0.0,0.1
C00163,bike,YVN,2026-05-12,2,62.0,77.5,0,2,8,0.0,0.25
C00097,car,GYU,2026-05-05,1,26.0,41.0,1,0,9,1.0,0.111
C00258,scooter,KPN,2026-05-09,3,20.67,44.0,2,1,9,0.6667,0.333
C00055,scooter,GYU,2026-04-26,1,16.0,32.0,1,0,8,1.0,0.125
C00171,scooter,GYU,2026-05-01,1,25.0,43.0,1,0,7,1.0,0.143
C00146,scooter,YVN,2026-05-25,1,16.0,41.0,1,0,8,1.0,0.125
C00137,scooter,YVN,2026-04-16,2,23.5,46.5,1,1,7,0.5,0.286
C00172,bike,YVN,2026-04-04,2,12.5,40.5,2,0,7,1.0,0.286
C00070,bike,VND,2026-04-26,2,18.0,33.0,2,0,6,1.0,0.333
C00249,scooter,YVN,2026-04-22,3,10.33,32.67,3,0,8,1.0,0.375
C00071,car,VND,2026-05-12,1,25.0,41.0,1,0,8,1.0,0.125
C00191,scooter,YVN,2026-05-03,2,11.5,31.0,2,0,9,1.0,0.222
C00240,car,YVN,2026-04-13,3,23.33,41.0,3,0,10,1.0,0.3
C00093,bike,YVN,2026-04-27,1,23.0,55.0,0,1,6,0.0,0.167
C00219,scooter,YVN,2026-05-14,1,8.0,25.0,1,0,10,1.0,0.1
C00186,car,YVN,2026-04-25,1,22.0,47.0,0,1,7,0.0,0.143
C00077,bike,YVN,2026-05-08,1,20.0,42.0,1,0,7,1.0,0.143
C00117,car,GYU,2026-05-26,1,24.0,52.0,0,1,6,0.0,0.167
C00272,scooter,GYU,2026-05-03,1,30.0,47.0,0,1,10,0.0,0.1
C00226,scooter,YVN,2026-05-06,2,28.5,58.0,0,2,6,0.0,0.333
C00059,bike,GYU,2026-03-29,1,14.0,48.0,0,1,7,0.0,0.143
C00110,scooter,KPN,2026-04-24,2,17.0,37.0,2,0,8,1.0,0.25
C00222,car,GYU,2026-04-02,1,34.0,57.0,0,1,10,0.0,0.1
C00201,scooter,YVN,2026-05-03,2,24.5,50.5,0,2,6,0.0,0.333
C00261,scooter,YVN,2026-05-21,1,35.0,55.0,0,1,6,0.0,0.167
C00201,scooter,YVN,2026-04-14,2,18.0,39.0,2,0,6,1.0,0.333
C00174,car,YVN,2026-04-15,1,30.0,45.0,1,0,8,1.0,0.125
C00103,bike,YVN,2026-04-05,1,12.0,31.0,1,0,9,1.0,0.111
C00107,scooter,KPN,2026-04-28,1,15.0,38.0,1,0,6,1.0,0.167
C00246,car,GYU,2026-05-21,3,31.67,60.33,0,3,8,0.0,0.375
C00273,scooter,VND,2026-04-12,1,14.0,42.0,1,0,8,1.0,0.125
C00165,bike,YVN,2026-05-13,1,8.0,24.0,1,0,7,1.0,0.143
C00140,scooter,YVN,2026-04-22,1,18.0,35.0,1,0,10,1.0,0.1
C00272,scooter,GYU,2026-04-22,1,24.0,54.0,0,1,10,0.0,0.1
C00281,bike,GYU,2026-04-18,1,29.0,56.0,0,1,7,0.0,0.143
C00167,car,YVN,2026-04-30,1,29.0,48.0,0,1,6,0.0,0.167
C00156,bike,YVN,2026-04-01,1,8.0,42.0,1,0,10,1.0,0.1
C00102,bike,YVN,2026-04-06,1,32.0,63.0,0,1,9,0.0,0.111
C00184,bike,YVN,2026-04-24,1,20.0,43.0,1,0,9,1.0,0.111
C00272,scooter,GYU,2026-05-19,1,39.0,69.0,0,1,10,0.0,0.1
C00258,scooter,KPN,2026-04-19,1,12.0,31.0,1,0,9,1.0,0.111
C00041,car,YVN,2026-04-30,2,29.5,46.0,1,1,6,0.5,0.333
C00209,scooter,YVN,2026-04-14,1,34.0,57.0,0,1,10,0.0,0.1
C00105,bike,VND,2026-05-25,1,10.0,40.0,1,0,10,1.0,0.1
C00187,scooter,YVN,2026-04-09,3,36.0,56.0,1,2,6,0.3333,0.5
C00114,scooter,YVN,2026-05-25,2,31.0,48.0,1,1,10,0.5,0.2
C00111,car,YVN,2026-04-17,1,19.0,46.0,0,1,7,0.0,0.143
C00097,car,GYU,2026-05-14,2,26.5,54.5,1,1,9,0.5,0.222
C00285,scooter,GYU,2026-04-03,1,31.0,49.0,0,1,8,0.0,0.125
C00129,scooter,YVN,2026-05-23,2,34.5,53.5,1,1,8,0.5,0.25
C00271,bike,YVN,2026-05-27,2,19.5,34.5,2,0,9,1.0,0.222
C00107,scooter,KPN,2026-04-11,1,30.0,49.0,0,1,6,0.0,0.167
C00119,bike,YVN,2026-05-01,1,35.0,58.0,0,1,9,0.0,0.111
C00217,bike,YVN,2026-04-04,1,35.0,68.0,0,1,7,0.0,0.143
C00089,bike,YVN,2026-05-02,1,15.0,42.0,1,0,8,1.0,0.125
C00270,bike,YVN,2026-05-27,2,26.5,45.5,1,1,9,0.5,0.222
C00210,car,KPN,2026-05-27,2,26.0,51.5,1,1,7,0.5,0.286
C00095,scooter,GYU,2026-05-18,1,39.0,61.0,0,1,8,0.0,0.125
C00261,scooter,YVN,2026-05-17,1,16.0,29.0,1,0,6,1.0,0.167
C00044,bike,GYU,2026-05-05,2,31.0,55.0,1,1,6,0.5,0.333
C00178,scooter,GYU,2026-05-18,1,40.0,70.0,0,1,6,0.0,0.167
C00082,bike,YVN,2026-05-18,2,22.5,44.0,1,1,9,0.5,0.222
C00097,car,GYU,2026-04-22,1,37.0,63.0,0,1,9,0.0,0.111
C00071,car,VND,2026-05-27,1,22.0,48.0,0,1,8,0.0,0.125
C00103,bike,YVN,2026-04-29,1,29.0,63.0,0,1,9,0.0,0.111
C00267,car,VND,2026-05-27,2,25.0,51.5,1,1,8,0.5,0.25
C00148,scooter,YVN,2026-05-10,3,25.0,47.67,1,2,7,0.3333,0.429
C00119,bike,YVN,2026-05-12,1,39.0,72.0,0,1,9,0.0,0.111
C00044,bike,GYU,2026-05-17,1,8.0,45.0,1,0,6,1.0,0.167
C00293,car,KPN,2026-05-18,2,20.5,43.0,1,1,8,0.5,0.25
C00046,bike,KPN,2026-05-11,1,18.0,34.0,1,0,8,1.0,0.125
C00051,scooter,YVN,2026-05-26,1,38.0,65.0,0,1,10,0.0,0.1
C00054,scooter,YVN,2026-03-30,1,12.0,27.0,1,0,7,1.0,0.143
C00154,bike,GYU,2026-05-02,1,29.0,55.0,0,1,10,0.0,0.1
C00244,scooter,VND,2026-04-25,1,35.0,59.0,0,1,8,0.0,0.125
C00018,car,KPN,2026-04-12,2,30.0,51.5,1,1,8,0.5,0.25
C00108,bike,GYU,2026-04-22,1,35.0,66.0,0,1,10,0.0,0.1
C00122,bike,VND,2026-05-15,1,27.0,53.0,0,1,8,0.0,0.125
C00191,scooter,YVN,2026-04-12,2,27.5,60.0,0,2,9,0.0,0.222
C00102,bike,YVN,2026-05-22,2,22.0,53.0,1,1,9,0.5,0.222
C00015,scooter,YVN,2026-04-14,1,16.0,28.0,1,0,9,1.0,0.111
C00092,car,YVN,2026-03-30,3,25.0,45.33,2,1,9,0.6667,0.333
C00214,car,YVN,2026-04-21,1,22.0,39.0,1,0,10,1.0,0.1
C00066,car,YVN,2026-04-18,1,12.0,27.0,1,0,9,1.0,0.111
C00256,scooter,DLJ,2026-04-19,1,17.0,50.0,0,1,6,0.0,0.167
C00112,bike,YVN,2026-04-04,1,26.0,55.0,0,1,9,0.0,0.111
C00166,scooter,YVN,2026-04-26,1,21.0,53.0,0,1,6,0.0,0.167
C00038,car,YVN,2026-05-20,1,18.0,28.0,1,0,8,1.0,0.125
C00226,scooter,YVN,2026-03-30,2,35.5,60.0,0,2,6,0.0,0.333
C00286,bike,VND,2026-05-03,3,21.0,45.0,1,2,7,0.3333,0.429
C00107,scooter,KPN,2026-05-15,1,9.0,28.0,1,0,6,1.0,0.167
C00256,scooter,DLJ,2026-04-07,3,31.33,55.67,0,3,6,0.0,0.5
C00280,bike,YVN,2026-04-23,1,38.0,58.0,0,1,9,0.0,0.111
C00010,car,YVN,2026-04-20,1,27.0,39.0,1,0,7,1.0,0.143
C00247,car,YVN,2026-04-29,2,33.5,64.5,0,2,6,0.0,0.333
C00233,bike,GYU,2026-05-10,1,34.0,64.0,0,1,6,0.0,0.167
C00156,bike,YVN,2026-04-26,2,26.5,51.5,1,1,10,0.5,0.2
C00080,scooter,YVN,2026-05-06,1,29.0,60.0,0,1,8,0.0,0.125
C00146,scooter,YVN,2026-05-08,1,20.0,43.0,1,0,8,1.0,0.125
C00062,scooter,GYU,2026-04-17,2,30.5,47.0,1,1,10,0.5,0.2
C00037,scooter,YVN,2026-04-24,2,26.0,48.0,1,1,7,0.5,0.286
C00058,car,YVN,2026-05-26,1,21.0,53.0,0,1,9,0.0,0.111
C00091,car,YVN,2026-04-13,2,14.0,41.0,2,0,6,1.0,0.333
C00094,bike,VND,2026-04-17,1,37.0,73.0,0,1,6,0.0,0.167
C00185,scooter,VND,2026-04-17,1,20.0,47.0,0,1,7,0.0,0.143
C00218,bike,YVN,2026-05-22,1,26.0,43.0,1,0,8,1.0,0.125
C00073,scooter,GYU,2026-04-14,1,14.0,49.0,0,1,7,0.0,0.143
C00043,scooter,VND,2026-04-12,2,20.0,44.0,2,0,7,1.0,0.286
C00117,car,GYU,2026-05-25,1,19.0,38.0,1,0,6,1.0,0.167
C00212,scooter,YVN,2026-04-23,2,10.0,39.0,2,0,7,1.0,0.286
C00007,bike,YVN,2026-04-29,2,27.0,52.5,1,1,7,0.5,0.286
C00014,scooter,YVN,2026-05-07,2,21.0,42.0,1,1,7,0.5,0.286
C00171,scooter,GYU,2026-04-30,2,12.5,28.5,2,0,7,1.0,0.286
C00258,scooter,KPN,2026-05-19,1,28.0,50.0,0,1,9,0.0,0.111
C00139,scooter,YVN,2026-05-18,1,22.0,41.0,1,0,7,1.0,0.143
C00001,car,DLJ,2026-05-07,2,30.0,54.5,0,2,7,0.0,0.286
C00244,scooter,VND,2026-03-29,1,11.0,23.0,1,0,8,1.0,0.125
C00086,bike,VND,2026-05-19,1,17.0,41.0,1,0,9,1.0,0.111
C00203,scooter,GYU,2026-05-02,1,16.0,36.0,1,0,6,1.0,0.167
C00134,bike,KPN,2026-04-14,5,19.2,50.0,2,3,6,0.4,0.833
C00252,bike,KPN,2026-04-01,1,17.0,33.0,1,0,8,1.0,0.125
C00100,scooter,YVN,2026-05-23,2,29.5,50.5,0,2,8,0.0,0.25
C00269,scooter,YVN,2026-05-07,3,29.67,61.33,0,3,6,0.0,0.5
C00237,car,YVN,2026-05-15,2,21.5,46.0,1,1,8,0.5,0.25
C00262,car,DLJ,2026-05-26,5,25.4,46.0,3,2,7,0.6,0.714
C00102,bike,YVN,2026-05-06,2,28.5,54.0,0,2,9,0.0,0.222
C00162,car,YVN,2026-04-19,1,37.0,57.0,0,1,6,0.0,0.167
C00047,bike,GYU,2026-04-06,1,10.0,32.0,1,0,7,1.0,0.143
C00199,scooter,VND,2026-05-11,3,22.67,52.33,1,2,7,0.3333,0.429
C00034,car,VND,2026-04-08,2,27.0,52.5,0,2,8,0.0,0.25
C00174,car,YVN,2026-03-30,1,9.0,29.0,1,0,8,1.0,0.125
C00114,scooter,YVN,2026-05-17,1,28.0,53.0,0,1,10,0.0,0.1
C00096,car,VND,2026-04-23,1,40.0,75.0,0,1,8,0.0,0.125
C00107,scooter,KPN,2026-04-22,1,40.0,76.0,0,1,6,0.0,0.167
C00226,scooter,YVN,2026-04-12,2,30.5,51.5,0,2,6,0.0,0.333
C00259,car,YVN,2026-04-14,2,36.5,69.0,0,2,10,0.0,0.2
